total_distance,epsilon_required,num_pairs,src_len,trg_len
0,0,8,7,8
15,7,11,12,12
6,1,14,13,14
0,0,3,2,3
0,0,12,8,12
0,0,2,2,2
24,5,37,35,38
12,5,15,14,15
109,15,34,38,37
138,16,68,68,71
33,8,50,53,53
333,24,64,74,70
48,8,90,91,98
4,1,20,18,22
49,9,45,40,47
38,10,20,22,20
19,7,15,12,15
303,23,43,57,46
11,4,27,26,28
4,1,11,12,11
0,0,10,6,10
87,11,37,40,41
76,10,45,47,45
92,11,34,40,35
73,13,30,31,30
6,4,23,21,23
26,15,42,40,43
71,24,49,54,54
319,28,45,55,46
16,3,36,36,37
47,4,36,38,37
145,19,34,41,36
185,20,39,40,39
3,3,22,19,24
28,9,25,26,26
114,7,30,33,31
269,13,52,59,55
73,14,49,44,50
38,5,30,32,30
632,39,57,78,63
145,18,21,36,25
14,4,27,29,30
48,5,27,28,28
127,8,34,42,35
150,20,20,35,23
0,0,7,6,7
0,0,6,6,6
6,2,9,9,9
19,6,6,10,6
97,8,42,48,42
194,12,44,56,47
119,10,43,50,45
72,11,19,30,19
15,3,43,40,43
34,14,16,19,18
114,19,16,26,18
27,8,10,11,11
205,14,35,50,37
97,11,21,32,22
81,15,26,30,26
24,3,15,17,15
4,3,11,9,11
100,10,28,36,28
69,4,39,45,41
44,15,25,29,26
274,22,26,50,28
39,5,33,34,33
109,7,33,42,36
13,12,16,16,18
0,0,8,8,8
56,5,46,48,48
2,1,17,16,17
194,12,50,61,50
48,5,14,17,14
36,6,13,15,13
336,20,68,73,70
19,3,18,22,20
11,4,20,20,20
10,2,29,29,29
52,8,32,34,33
20,3,24,23,24
100,17,40,58,45
111,16,13,38,23
27,22,71,28,75
94,7,30,34,30
30,16,34,35,37
259,26,81,92,86
5,2,12,11,12
181,27,44,51,46
14,2,17,16,18
71,8,14,21,14
66,9,32,35,36
1,1,19,18,24
207,12,35,45,38
130,10,29,36,31
8,2,7,8,7
8,5,21,17,21
1,1,11,8,11
9,3,6,9,6
60,9,11,21,13
15,3,10,13,10
23,4,14,17,14
5,2,35,36,39
1,1,23,18,23
6,2,39,32,42
4,2,23,22,25
43,7,22,25,22
37,6,18,21,18
24,4,30,28,31
4,1,11,10,11
16,4,27,22,27
87,8,27,30,29
7,1,20,16,20
120,14,27,38,29
5,2,23,21,25
25,5,19,21,20
101,14,21,27,23
3,1,8,8,8
10,3,17,18,17
131,20,32,41,33
16,7,24,24,25
30,11,25,29,26
46,16,24,27,25
21,5,13,14,13
62,24,43,45,49
1,1,17,17,17
20,6,6,11,6
1,1,21,17,21
6,2,21,22,22
14,3,10,12,10
8,2,17,15,17
49,15,31,32,32
10,7,9,10,9
59,8,21,25,21
148,11,33,38,34
26,5,10,12,10
40,9,49,49,51
80,22,47,53,50
89,13,28,32,29
68,11,18,25,18
8,3,9,12,9
87,8,23,30,24
26,4,16,20,17
191,13,47,57,48
150,17,44,50,45
19,5,33,32,33
175,32,39,41,40
39,19,37,30,37
81,11,36,43,41
106,11,67,64,69
152,11,34,39,35
42,12,39,35,41
126,11,42,49,44
149,17,28,37,28
33,6,18,18,18
136,12,28,35,28
91,9,34,37,35
36,7,21,24,21
127,6,47,54,50
60,13,30,35,32
168,17,38,47,42
53,9,27,29,28
98,12,35,39,37
21,7,6,13,6
10,2,14,16,15
19,7,17,17,17
50,20,66,62,72
8,4,35,30,35
68,14,62,58,64
2,1,14,10,14
0,0,46,39,47
137,16,60,63,70
41,11,41,45,43
76,11,22,27,23
11,2,29,34,32
37,9,21,26,21
84,10,31,38,32
13,3,34,31,34
12,2,11,13,11
236,20,36,53,40
33,5,29,30,30
108,17,24,33,24
221,35,63,79,69
34,9,46,47,47
100,10,28,35,28
29,8,24,20,25
3,2,5,6,5
38,11,10,16,10
31,11,19,20,19
20,4,23,18,23
18,4,8,12,9
101,23,46,50,46
12,5,24,23,25
51,9,28,35,29
23,6,10,18,13
39,7,14,19,15
22,4,22,17,22
38,7,15,20,15
3,1,20,17,20
85,8,19,24,20
105,12,22,30,23
13,5,12,14,13
10,3,15,17,15
8,4,11,13,13
1,1,12,8,12
11,2,17,17,17
26,5,28,27,29
18,5,7,12,7
4,2,6,7,6
4,4,16,16,17
44,11,17,20,17
4,2,8,8,8
274,12,55,70,62
46,14,21,30,25
15,4,7,10,7
0,0,4,4,4
36,6,25,29,25
213,17,26,39,26
0,0,5,4,5
7,2,7,9,7
3,1,20,15,20
13,2,16,17,16
23,5,12,15,13
41,7,15,21,15
47,9,37,40,41
82,18,21,27,23
8,4,24,23,25
38,14,75,79,86
0,0,9,8,9
40,6,13,17,13
6,4,24,20,24
29,7,13,19,13
52,8,19,25,20
76,10,56,57,60
77,8,29,38,33
86,33,39,38,44
0,0,14,10,14
30,6,18,19,18
182,26,62,70,67
59,11,18,18,18
198,13,43,58,54
24,5,19,21,19
152,29,63,77,69
59,7,33,32,35
40,9,26,30,28
140,8,31,36,32
13,4,16,15,16
39,6,24,24,24
13,3,15,16,15
178,14,64,73,67
7,3,21,17,21
27,9,10,15,10
104,14,44,56,56
230,11,42,53,46
8,3,9,12,9
1,1,11,9,11
0,0,5,5,5
309,16,37,55,40
41,6,19,21,19
336,26,42,62,51
39,6,21,25,21
11,3,44,44,51
127,11,30,35,30
55,23,71,73,78
198,37,41,48,45
159,19,62,63,72
70,32,55,50,59
8,2,8,9,8
78,6,57,59,60
310,29,46,65,56
35,3,36,32,36
3,2,13,12,13
41,9,17,22,20
19,7,20,19,20
62,7,29,30,29
63,10,18,25,18
34,5,21,29,26
82,6,28,31,28
91,8,33,36,33
16,5,17,17,17
84,6,30,34,30
5,2,18,18,18
68,14,35,44,40
6,4,17,15,17
3,2,17,16,18
1,1,31,26,31
17,4,25,25,26
3,3,19,19,19
42,7,12,16,12
4,4,39,34,43
19,3,21,22,21
2,1,18,17,18
156,9,46,53,47
46,10,61,57,63
7,2,14,13,15
518,28,61,78,64
27,7,24,25,26
121,13,39,43,40
35,10,31,29,32
40,5,24,25,24
138,11,44,49,47
13,2,14,16,14
71,11,26,34,27
33,11,37,38,39
3,1,30,26,30
79,12,18,23,18
0,0,8,7,8
6,2,9,9,9
1,1,1,3,1
0,0,11,7,11
0,0,8,8,8
48,9,31,36,33
0,0,6,6,6
143,12,32,44,36
132,13,22,35,25
2,1,22,21,22
27,3,26,26,26
10,2,16,17,16
47,5,24,27,24
4,1,11,11,11
1,1,20,18,21
11,3,24,22,26
18,4,12,14,12
79,6,66,69,66
0,0,11,7,11
73,11,70,72,70
0,0,11,7,11
0,0,4,4,4
516,21,113,119,116
0,0,12,7,12
520,43,86,94,92
9,2,27,25,27
10,5,10,11,10
8,5,12,13,12
238,8,81,86,81
0,0,12,7,12
441,26,69,78,69
0,0,9,6,9
262,8,64,72,65
0,0,9,6,9
138,7,61,64,61
0,0,9,6,9
285,10,54,65,56
0,0,9,6,9
36,4,68,66,68
0,0,9,6,9
161,17,84,83,88
0,0,9,6,9
22,6,8,14,9
0,0,1,1,1
2,2,15,14,15
149,10,59,66,63
86,28,38,40,44
116,18,33,41,35
16,5,10,11,10
6,5,29,30,34
23,5,19,23,21
8,5,41,35,42
1,1,10,9,10
64,8,34,36,37
2,2,9,9,9
68,6,29,31,29
12,3,27,23,27
6,2,20,18,20
17,3,26,25,26
16,10,10,13,13
103,29,45,48,52
28,8,33,32,34
18,4,31,24,32
25,10,27,26,27
325,25,35,57,43
109,15,41,46,43
430,20,52,69,56
21,11,35,31,37
91,14,61,65,68
2,2,9,9,9
3,2,23,22,27
4,3,22,16,22
112,14,45,47,45
68,20,31,31,32
2,1,14,13,16
49,9,22,24,22
533,30,68,84,75
117,12,53,60,54
20,3,27,28,27
54,6,23,27,24
4,4,19,16,19
26,6,23,23,23
97,14,25,29,28
26,4,23,18,23
72,9,16,23,16
3,3,10,10,10
107,16,24,30,24
45,11,32,31,33
28,8,21,24,21
54,8,37,35,40
152,12,46,53,48
360,15,55,70,58
8,5,11,12,11
10,3,16,13,16
31,5,21,22,21
48,7,30,30,31
13,3,52,44,55
64,9,36,35,38
1,1,27,22,29
12,10,34,29,34
126,10,37,44,39
29,8,13,16,13
156,9,35,41,35
11,6,24,23,24
5,2,26,24,26
35,7,48,39,51
12,3,29,29,29
64,14,29,27,31
14,3,55,46,57
0,0,33,29,35
0,0,1,1,1
15,4,18,20,18
20,9,7,11,7
114,16,23,30,23
28,3,25,25,26
35,8,33,36,34
17,5,61,57,68
200,10,55,58,57
62,5,48,51,51
3,2,22,20,22
73,27,62,61,68
167,16,25,36,27
103,13,28,33,29
0,0,14,14,14
37,12,22,22,23
37,3,21,23,21
26,5,9,11,9
11,5,22,23,23
0,0,20,17,21
12,3,18,18,18
18,10,26,24,26
21,9,36,33,36
18,3,14,16,14
51,14,21,23,21
34,4,18,21,18
88,21,31,29,34
2,2,36,26,37
4,1,33,30,36
9,3,26,23,28
53,8,19,22,21
34,8,26,30,29
0,0,1,1,1
54,12,64,61,70
19,7,30,29,34
103,17,59,63,63
7,3,19,18,19
347,45,75,88,83
149,23,95,107,111
51,15,36,33,40
7,5,50,46,51
69,8,45,46,45
112,30,111,93,125
96,7,21,26,21
10,3,13,14,14
122,10,69,76,78
48,22,30,31,31
6,3,61,54,62
270,48,110,118,124
111,17,63,78,77
16,5,45,42,49
77,31,94,87,98
8,3,43,36,44
554,24,64,82,67
63,9,49,56,56
57,9,24,26,24
15,3,17,17,17
2,2,10,10,10
0,0,1,1,1
1,1,39,39,42
22,3,10,12,10
119,10,69,70,77
206,20,48,64,51
103,8,23,33,26
255,18,35,50,36
79,14,63,65,68
20,3,25,27,25
46,8,23,26,23
28,4,37,37,37
34,15,60,59,64
16,5,56,51,65
6,2,50,46,54
7,3,17,18,18
30,2,27,30,28
73,7,67,69,72
166,14,57,71,67
10,4,11,11,11
73,8,24,29,24
6,3,11,10,11
189,19,46,57,47
244,25,56,71,63
35,5,22,22,22
25,9,33,35,34
234,22,61,79,70
567,24,78,100,89
85,7,27,32,28
3,3,10,10,10
117,13,46,47,47
72,19,31,35,34
33,6,39,39,40
4,2,27,25,29
3,1,18,17,18
3,1,23,18,23
69,7,22,23,22
0,0,1,1,1
142,15,74,67,81
25,12,46,43,52
5,1,17,16,17
47,12,55,55,57
296,18,42,54,43
87,10,16,24,16
534,29,63,81,69
100,6,45,47,46
10,4,16,16,16
38,5,23,22,23
13,5,21,23,21
65,8,29,30,29
40,12,10,15,10
66,11,11,21,11
114,14,38,43,40
17,9,33,34,36
2,2,11,11,11
228,16,40,56,46
3,3,10,10,10
36,5,23,27,24
15,11,36,35,41
116,9,21,28,22
108,10,37,44,39
10,9,60,48,65
12,2,10,12,10
105,15,43,46,48
13,2,49,37,49
19,4,42,42,47
79,8,43,41,44
21,3,58,47,65
12,5,43,39,48
21,4,39,33,39
8,4,23,25,23
16,3,22,22,23
21,4,18,14,18
15,4,18,19,19
20,9,19,17,20
4,4,11,11,11
196,19,42,58,49
27,7,15,19,15
36,10,20,22,20
69,6,20,26,20
119,13,54,63,60
19,2,15,17,15
57,13,39,38,42
67,6,46,44,46
15,2,19,21,20
25,3,22,23,22
27,6,10,15,10
110,12,22,33,24
75,9,20,25,21
55,7,18,23,20
35,5,16,21,16
9,7,57,54,61
58,6,38,36,38
2,2,9,9,9
14,12,39,32,43
55,7,29,32,31
106,23,50,47,54
29,4,13,14,13
73,11,35,34,35
35,7,26,27,26
19,4,42,40,47
69,7,36,38,37
76,8,26,31,26
106,11,33,45,37
167,17,28,40,29
11,4,21,19,21
0,0,15,10,15
76,8,29,31,30
47,6,26,29,26
2,1,17,15,17
3,1,5,7,5
6,2,16,17,16
14,5,15,13,15
134,14,28,38,30
2,1,19,20,19
29,8,11,15,12
47,19,69,71,79
9,4,20,19,22
192,26,74,81,79
27,9,19,22,22
76,13,41,41,41
48,8,25,29,27
2,1,31,24,32
37,8,26,27,28
2,1,25,17,26
4,1,7,8,7
11,5,7,8,7
23,6,7,11,7
0,0,8,8,8
29,11,16,19,18
192,13,40,50,41
0,0,18,15,19
1,1,2,3,2
9,2,14,16,14
6,2,28,28,28
66,9,16,25,18
91,8,31,35,31
61,6,49,42,52
3,1,18,14,18
36,12,31,30,33
79,26,68,63,69
132,8,34,42,36
16,4,30,26,30
11,5,47,41,50
23,16,65,60,74
13,3,9,12,9
25,11,33,34,35
47,6,35,32,38
2,2,18,14,18
278,30,40,50,47
85,27,77,72,84
17,4,12,14,12
43,8,34,30,35
11,7,21,20,21
171,16,29,42,29
12,5,40,32,41
7,5,24,22,24
4,2,28,29,30
79,17,29,29,30
1,1,23,15,24
38,9,44,45,44
98,9,31,39,35
191,21,60,71,65
6,3,28,26,30
75,24,63,62,66
65,12,25,31,27
43,7,15,18,15
43,10,34,36,36
75,11,33,39,34
36,4,21,24,22
15,5,17,18,17
18,9,64,56,65
2,2,26,17,26
309,17,38,51,40
47,6,27,27,28
28,14,20,17,22
35,6,26,32,29
9,6,20,18,21
42,6,18,24,18
11,3,28,24,29
67,13,45,47,49
17,4,7,10,7
66,6,36,35,36
100,9,20,26,20
60,8,29,31,29
9,2,11,12,12
35,8,11,17,12
112,8,49,54,51
329,12,47,57,49
0,0,29,23,29
618,39,72,87,76
9,2,12,13,12
21,7,38,30,39
2,1,6,7,6
2,1,8,8,8
11,9,42,41,42
0,0,8,7,8
10,2,7,9,7
4,3,28,26,30
2,1,6,7,6
24,7,44,47,54
5,2,36,27,37
15,3,20,19,20
23,10,14,14,14
79,9,19,22,20
96,11,22,27,23
40,10,73,73,77
68,6,23,28,25
283,28,73,88,81
37,5,10,15,10
81,26,83,79,90
188,13,28,37,34
8,3,9,12,9
230,23,42,51,44
105,20,48,45,48
0,0,19,13,19
29,4,15,19,15
7,2,31,27,31
29,11,30,29,31
37,11,7,15,7
21,9,23,21,23
1,1,23,13,24
42,5,34,30,34
38,6,10,15,10
2,2,16,12,16
24,9,32,32,35
184,13,48,54,50
26,16,44,33,49
5,4,25,23,25
16,4,8,12,8
56,16,87,87,98
10,5,13,11,13
11,5,17,17,17
101,11,30,35,32
1,1,35,35,37
2,1,4,5,4
0,0,8,7,8
42,15,31,36,32
14,5,26,26,28
28,5,42,43,46
0,0,6,6,6
83,17,58,59,61
38,7,15,23,17
17,5,22,17,22
4,1,10,11,10
3,3,9,9,9
19,4,19,20,20
136,16,39,51,39
2,2,12,11,12
16,4,12,16,14
70,11,23,30,23
102,9,22,25,22
104,10,24,30,24
3,1,5,6,5
10,4,27,23,29
13,11,47,46,54
54,6,15,20,15
217,30,95,110,109
41,8,17,17,17
147,14,31,38,32
16,7,32,28,32
23,8,10,13,10
4,3,7,8,7
161,14,31,43,33
12,2,28,27,28
37,5,20,19,20
15,9,18,18,18
4,1,17,16,18
144,14,20,34,21
0,0,5,5,5
195,24,18,38,23
1,1,33,28,36
1,1,19,15,19
0,0,15,12,15
248,18,51,63,54
44,11,20,23,20
8,2,17,16,17
64,7,18,20,18
20,4,25,24,26
2,1,8,8,8
24,13,44,40,51
0,0,9,7,9
22,6,6,12,6
89,7,36,40,39
90,12,29,36,30
379,17,40,52,40
16,7,14,16,15
7,3,23,20,23
241,21,57,71,61
65,8,24,31,24
6,2,7,8,7
28,9,17,19,17
4,2,6,7,6
5,3,11,11,11
13,3,8,11,8
39,5,16,21,18
14,3,6,9,6
11,8,29,27,30
56,7,36,38,37
31,6,13,17,13
10,3,6,8,6
37,7,23,28,26
34,11,25,28,28
75,5,37,41,37
154,16,37,46,41
12,9,15,15,15
17,4,24,22,25
11,4,6,10,6
5,5,26,22,26
124,9,43,41,49
45,8,25,29,26
7,2,7,9,8
8,5,25,22,25
12,4,8,11,8
14,3,10,12,10
26,4,20,22,20
6,3,20,19,20
21,3,18,19,18
155,13,37,45,37
31,5,16,19,16
9,3,15,16,15
39,6,12,17,12
16,5,21,19,21
45,9,31,34,34
2,2,13,12,13
70,6,39,45,41
49,6,18,21,18
0,0,10,10,10
198,28,39,45,41
10,6,16,17,16
27,9,41,39,42
40,10,63,67,69
5,3,35,29,38
1,1,52,48,56
70,13,37,39,39
135,14,49,50,50
30,4,24,25,25
44,7,33,32,33
0,0,31,22,31
3,2,9,9,9
34,7,13,17,13
20,4,23,23,23
143,12,21,32,22
0,0,6,5,6
137,7,32,38,33
130,10,51,55,52
0,0,16,12,17
3,1,25,21,25
11,3,24,22,24
9,4,33,32,36
1,1,23,17,26
47,13,27,29,29
4,3,5,7,6
223,11,39,46,39
194,10,60,66,61
1,1,11,11,11
100,11,34,35,34
74,6,29,30,32
3,3,24,17,24
211,15,51,52,52
43,5,32,32,33
67,6,34,36,34
3,2,27,20,28
2,1,26,18,26
1,1,26,23,27
11,2,33,29,33
0,0,11,9,11
38,4,37,35,37
96,11,53,58,57
87,11,39,51,46
129,8,39,44,41
6,3,23,18,23
27,12,51,50,56
11,2,13,13,13
174,16,62,67,67
80,15,40,40,41
13,5,7,9,7
8,2,20,17,21
13,7,66,53,71
154,10,38,42,39
94,8,41,43,43
172,11,48,51,48
202,18,36,46,37
31,5,8,13,8
23,5,33,34,37
8,3,9,10,9
365,24,46,56,48
28,4,15,16,15
64,28,51,51,54
22,3,52,49,56
133,15,33,43,36
13,7,69,68,77
15,9,50,45,56
25,4,34,30,34
114,7,52,59,56
28,9,24,26,26
6,2,31,24,31
5,3,64,61,68
21,6,20,18,21
1,1,26,17,26
2,1,15,15,15
47,9,30,31,31
75,13,48,51,50
33,8,27,27,28
157,24,77,76,86
82,8,44,43,47
27,10,38,37,42
14,5,32,29,34
20,4,24,27,25
246,25,36,48,37
4,2,16,14,16
2,1,10,10,10
47,8,20,28,21
56,9,13,21,13
86,13,24,33,24
168,9,40,44,40
15,2,16,17,16
14,4,57,56,62
18,2,18,19,18
47,8,14,19,14
2,2,23,18,23
0,0,15,12,15
2,1,8,7,8
7,3,34,27,34
49,7,15,21,15
17,5,8,11,8
4,4,11,10,11
3,3,14,13,15
54,6,18,24,18
15,2,41,38,43
0,0,10,9,10
237,21,50,60,53
17,4,21,19,22
5,1,15,16,15
1,1,10,11,10
46,9,20,23,21
21,3,10,12,10
14,4,8,10,8
23,3,18,16,18
9,3,9,11,9
1,1,6,7,7
13,4,31,29,33
0,0,42,34,46
73,7,52,56,54
6,2,52,48,54
4,3,14,14,14
37,5,14,19,14
36,9,27,25,28
16,7,19,21,20
0,0,12,8,12
28,3,20,20,20
97,30,30,34,31
15,5,29,27,30
30,22,70,54,75
2,1,13,12,14
1,1,26,17,26
32,5,53,47,58
30,9,16,18,16
9,5,13,10,13
44,14,54,48,55
62,5,35,35,36
30,11,68,56,72
132,16,33,38,34
68,18,48,54,52
5,3,7,6,7
0,0,4,4,4
28,2,25,27,25
35,6,17,21,17
4,1,7,8,7
117,10,37,47,41
27,5,10,15,10
27,4,12,15,12
7,2,9,10,9
65,6,31,36,31
53,8,11,19,12
18,4,26,22,26
13,4,13,14,13
68,11,18,20,18
0,0,10,10,11
97,6,28,34,29
573,13,77,87,81
141,8,36,42,37
24,5,80,62,92
340,29,21,44,26
0,0,13,13,15
21,3,21,22,22
9,3,60,50,64
179,41,60,62,61
2,2,18,16,18
0,0,5,5,5
49,7,46,41,47
40,6,44,44,49
210,21,45,54,47
4,2,14,15,14
112,12,32,36,32
1,1,11,10,11
12,3,14,15,14
144,9,34,40,35
92,13,21,29,21
71,11,38,35,40
0,0,7,5,7
44,5,32,34,33
16,9,41,44,47
21,9,35,33,37
12,7,47,42,48
228,17,70,73,71
21,5,52,53,53
10,2,11,12,11
21,5,21,23,21
100,9,22,30,22
100,9,58,67,63
17,7,25,25,26
1,1,14,11,14
15,6,9,12,9
251,20,48,56,49
58,9,53,53,55
32,6,26,30,26
8,4,6,7,6
6,4,8,9,8
75,8,19,24,19
0,0,5,5,5
8,3,10,10,10
0,0,5,4,5
3,2,16,14,16
16,3,10,11,10
150,12,36,48,36
58,12,49,52,56
8,2,15,16,15
73,7,26,32,27
1,1,11,9,11
10,5,20,21,20
0,0,6,4,6
40,4,25,27,27
84,21,15,24,16
113,10,42,46,45
8,3,12,13,12
46,15,22,24,22
105,14,14,27,15
40,7,9,16,9
20,3,22,23,22
45,14,42,38,42
13,6,20,17,20
95,10,25,36,26
29,3,32,32,34
32,14,34,32,35
5,1,14,15,14
97,11,51,54,58
19,4,14,17,14
100,17,35,40,37
10,3,8,11,8
108,11,33,41,37
0,0,21,19,21
58,15,41,48,43
44,12,39,33,43
20,11,18,21,19
51,8,35,42,39
60,11,24,28,24
89,11,26,36,30
11,11,53,44,56
259,13,53,64,54
132,18,28,34,28
179,73,120,122,125
96,15,48,52,55
9,3,20,19,20
12,5,7,10,7
50,6,45,47,49
112,18,52,46,61
141,12,22,32,22
35,6,28,32,29
4,2,23,21,24
148,19,25,36,26
13,4,18,12,19
56,7,29,28,29
111,14,31,38,33
31,4,20,24,20
15,3,17,19,18
39,6,33,34,34
63,8,27,24,27
3,1,18,18,19
31,6,46,40,48
137,11,23,30,25
73,8,17,21,17
43,13,13,19,14
191,22,37,48,40
82,10,19,28,22
1,1,19,14,19
135,9,30,39,31
25,5,20,24,21
34,15,44,33,49
79,8,17,24,17
59,6,21,24,21
153,23,55,65,62
4,2,7,8,8
62,19,15,24,18
2,1,25,23,26
23,7,12,15,12
153,12,29,31,29
33,11,24,24,26
17,4,13,16,13
4,2,9,10,11
24,20,49,36,54
21,2,22,24,22
56,26,29,32,30
110,13,31,41,33
81,22,41,41,41
9,3,31,28,33
59,9,44,46,46
0,0,9,8,9
64,6,29,33,30
77,11,19,25,19
39,9,30,33,31
0,0,22,19,22
106,12,28,34,28
56,9,26,28,27
26,4,28,26,28
36,11,21,22,21
26,5,13,16,13
0,0,5,4,5
4,2,10,11,10
17,3,12,14,12
4,1,14,15,14
0,0,10,9,10
19,8,19,18,20
11,4,25,23,25
14,4,17,17,17
68,12,44,43,46
68,9,46,49,51
10,6,14,14,14
94,13,30,32,30
18,3,18,18,18
18,5,26,24,27
87,11,29,31,29
22,5,17,22,18
84,7,28,32,28
50,8,25,29,26
1,1,21,15,21
11,5,12,12,13
22,5,8,11,8
41,7,22,25,23
236,23,45,51,45
76,4,36,37,36
22,5,11,14,11
123,16,24,32,25
19,5,28,24,30
21,3,11,13,11
51,4,23,27,23
36,6,20,22,21
5,1,8,9,8
39,9,14,17,14
50,7,21,21,25
17,4,13,15,14
39,7,26,31,26
10,3,15,16,15
0,0,9,8,9
6,2,31,29,31
52,8,15,21,15
28,8,31,29,32
21,5,36,34,36
23,8,19,21,19
7,2,16,15,16
5,2,30,28,31
46,8,20,23,20
77,8,29,24,29
7,4,24,19,24
4,1,22,20,22
30,4,40,40,44
0,0,6,4,6
41,7,20,23,21
37,7,30,29,32
77,17,34,39,38
19,8,13,15,16
5,3,12,11,12
54,9,31,32,31
4,2,15,14,15
1,1,21,17,22
13,8,34,31,37
27,15,22,24,22
33,8,21,24,23
26,4,19,23,19
5,2,14,14,17
17,2,25,21,25
166,24,67,79,75
4,3,37,31,37
8,5,30,19,33
119,16,46,55,47
155,53,67,60,69
101,22,64,61,70
9,2,32,29,34
5,3,36,36,39
33,6,30,32,31
9,4,34,29,36
198,21,44,53,46
51,14,18,22,18
56,10,14,19,14
59,9,22,30,24
34,8,47,45,52
34,5,17,21,20
92,14,16,24,16
5,1,14,13,14
2,1,10,9,10
132,17,38,48,42
2,2,18,17,18
0,0,12,8,12
54,9,19,21,19
3,2,18,19,20
14,3,12,15,13
3,2,18,14,18
6,2,37,39,42
45,8,41,32,49
10,4,28,21,28
0,0,8,6,8
1,1,17,12,17
1,1,15,15,18
0,0,32,18,32
23,5,17,17,17
184,20,38,45,38
60,9,45,45,45
56,13,14,20,14
23,7,38,35,38
259,19,47,60,53
231,21,67,72,72
146,14,45,54,49
221,14,50,60,51
43,7,14,21,14
3,2,5,5,5
7,4,10,10,10
1,1,1,2,1
11,2,14,16,14
78,11,50,48,52
0,0,17,16,18
9,3,12,13,12
15,4,29,20,29
73,13,21,25,21
59,9,30,30,30
56,9,39,38,40
10,3,37,33,37
40,12,24,25,24
27,5,26,30,27
7,3,12,13,12
2,1,14,12,14
11,2,16,15,16
7,4,26,23,29
43,7,14,17,14
12,6,26,13,27
92,9,38,41,43
200,18,26,37,27
0,0,15,11,15
82,10,37,40,37
4,1,12,12,12
65,12,15,19,16
3,2,18,17,18
104,14,33,40,35
5,5,20,17,20
51,10,21,23,21
2,2,8,6,8
25,11,19,21,19
35,7,24,25,24
6,4,13,12,13
4,2,16,14,16
88,18,34,41,36
2,1,12,13,12
10,5,34,34,38
5,2,19,16,19
1,1,8,7,8
7,2,27,24,27
0,0,10,8,10
163,16,24,30,24
4,2,14,11,14
2,1,22,17,22
6,4,17,17,17
33,18,24,25,25
87,14,29,35,32
75,13,10,22,11
4,2,20,18,20
11,3,16,17,16
0,0,16,17,17
31,9,37,32,43
14,2,12,13,12
39,6,19,24,20
15,3,35,34,37
65,6,22,23,23
8,4,25,22,25
1,1,26,22,26
0,0,23,19,23
13,8,20,20,21
11,3,10,15,12
10,8,27,22,27
112,9,29,32,30
35,6,13,18,13
17,4,19,19,19
135,11,20,31,22
13,4,8,11,8
7,2,27,26,27
15,6,10,12,10
15,3,29,30,30
7,3,33,25,35
0,0,7,6,7
8,4,22,19,23
14,6,20,18,20
42,9,21,28,24
33,5,20,21,20
28,17,31,27,33
24,10,11,15,12
382,51,37,80,44
14,2,12,13,12
74,9,21,28,22
9,8,14,14,16
31,5,28,26,29
3,2,41,34,43
102,21,52,62,63
48,15,35,35,39
174,11,52,56,55
37,11,26,26,27
0,0,45,38,45
26,6,82,84,86
7,2,27,27,27
11,4,44,37,46
107,11,16,24,16
27,4,29,26,29
89,7,25,30,25
27,5,28,26,28
9,4,20,19,21
6,3,20,20,20
100,7,36,35,36
19,3,22,22,22
188,15,50,47,52
38,6,19,23,19
8,3,9,10,9
0,0,11,11,11
28,7,34,32,34
4,1,7,8,7
15,4,22,26,25
25,5,19,21,19
3,2,12,12,12
1,1,10,10,10
3,3,19,13,21
0,0,6,4,6
61,9,16,24,18
43,8,17,25,17
3,1,11,11,11
3,2,9,10,9
17,3,16,17,16
50,8,21,26,21
47,6,16,21,16
45,9,18,22,18
5,2,8,9,8
37,6,17,20,18
20,5,21,22,22
46,8,18,26,19
182,12,58,61,61
60,13,22,35,23
22,8,45,46,45
72,9,27,34,27
5,2,26,27,26
3,1,8,9,8
166,18,24,42,26
9,7,14,13,16
152,17,33,36,34
14,3,15,16,15
6,2,12,13,12
104,17,26,30,26
63,9,16,22,18
30,4,27,28,27
0,0,23,19,25
12,7,17,12,17
80,14,27,32,28
16,11,72,70,83
14,10,30,25,31
11,7,23,27,32
74,11,11,21,11
191,27,40,46,41
37,8,12,17,13
100,16,29,35,29
257,25,49,64,53
141,15,46,55,49
196,12,31,41,32
43,9,43,46,48
4,2,6,7,6
91,9,31,34,32
19,5,26,25,28
12,7,32,29,32
14,7,46,43,50
51,12,22,32,26
179,10,39,48,45
31,7,17,19,17
10,3,14,14,14
238,16,35,46,35
34,7,12,14,12
47,6,20,23,20
42,9,25,23,25
5,3,21,19,21
49,6,18,22,18
9,4,14,14,14
9,3,23,22,23
11,3,11,11,11
54,12,26,24,28
0,0,15,12,15
2,2,9,9,9
13,4,8,10,8
46,7,27,31,30
215,15,25,39,26
11,2,12,14,12
1,1,13,11,13
0,0,26,21,27
2,1,11,10,13
11,2,16,17,16
92,20,60,66,63
60,6,30,36,33
2,2,15,12,15
0,0,8,5,9
2,2,18,16,20
0,0,14,12,14
19,7,38,37,38
18,7,10,11,10
52,9,40,40,42
16,5,14,17,14
10,3,21,17,21
5,3,27,25,28
323,20,63,75,66
74,12,42,48,46
17,6,5,11,5
7,5,10,8,12
3,1,12,12,12
55,12,38,38,40
43,13,35,36,35
