total_distance,epsilon_required,num_pairs,src_len,trg_len
4,1,6,7,6
13,2,11,13,11
18,4,37,34,40
76,15,29,33,29
163,22,57,68,64
39,6,15,20,15
7,7,61,49,63
71,6,58,61,63
32,9,40,39,42
69,7,26,29,26
59,8,33,25,33
9,3,17,18,17
6,3,9,7,9
6,3,13,9,13
33,5,38,40,43
0,0,25,21,25
30,5,40,36,41
5,5,23,21,23
50,7,22,26,22
14,5,19,19,19
82,11,30,30,32
18,3,44,41,45
4,3,39,30,39
52,5,64,67,65
38,4,34,36,34
43,6,34,32,34
117,16,75,78,80
22,5,22,23,22
23,4,19,21,19
19,3,25,25,25
116,9,42,48,44
292,11,68,75,70
211,26,47,56,50
9,4,27,27,28
24,6,29,24,30
5,2,31,35,35
30,4,28,31,28
52,6,20,24,20
8,3,22,21,23
107,10,30,38,31
33,10,26,24,26
265,17,39,47,39
2,1,11,10,11
20,5,28,28,30
21,3,20,23,21
7,2,22,20,22
3,2,20,20,20
181,19,24,36,25
57,6,35,37,35
15,3,22,24,23
7,2,19,17,19
108,13,67,75,73
15,6,32,30,32
89,6,95,97,101
88,8,30,34,30
312,21,85,98,93
56,8,40,41,42
59,14,39,43,39
70,29,71,75,74
0,0,3,3,3
62,15,34,38,34
331,54,47,60,49
156,33,87,81,95
22,8,32,26,32
52,13,37,39,38
6,4,28,23,32
62,10,20,21,21
7,2,33,23,34
5,4,47,36,48
107,17,38,38,39
26,18,48,38,51
175,10,45,52,46
13,3,29,30,33
48,5,18,20,18
63,6,19,25,19
9,5,38,37,38
33,11,22,28,24
0,0,23,21,23
38,7,21,26,21
23,5,13,13,13
13,8,36,30,38
6,4,30,25,32
157,9,33,40,34
12,5,9,11,9
40,11,28,27,29
71,9,20,26,22
8,2,53,46,59
24,5,10,13,11
51,21,55,51,55
106,31,111,116,124
27,15,89,75,97
3,1,6,7,6
33,10,49,49,51
90,34,93,78,128
903,42,40,74,47
29,9,58,54,61
8,5,69,63,74
1,1,31,25,31
43,21,69,69,78
15,6,41,40,50
3,2,47,34,53
30,5,21,16,22
184,20,83,87,88
135,21,40,44,40
39,20,66,63,77
327,15,43,55,46
178,16,40,49,42
5,2,37,36,38
7,2,80,65,85
137,16,59,65,60
36,17,90,91,102
8,6,39,31,40
15,15,62,43,67
14,5,37,36,38
68,12,59,56,61
56,8,21,27,21
212,20,37,45,42
82,15,82,80,89
60,20,77,83,83
15,3,27,25,28
23,4,41,36,42
7,2,54,44,54
356,17,44,59,47
60,9,17,22,17
393,40,54,72,62
5,3,25,20,25
84,21,93,88,102
12,3,22,21,22
197,15,42,50,45
586,17,60,75,62
92,9,44,49,47
196,15,68,74,75
270,16,45,64,50
56,8,16,21,17
119,12,69,76,77
13,4,59,53,62
144,10,31,38,31
134,24,89,90,95
27,4,63,62,70
1,1,26,21,27
9,4,31,26,32
134,35,95,82,107
88,8,28,31,28
215,38,76,88,87
137,8,45,47,45
178,30,43,47,44
106,26,82,95,92
44,28,53,51,59
236,18,59,70,60
39,5,27,29,27
53,14,21,21,21
132,30,25,34,25
39,7,32,35,35
234,39,68,71,72
207,17,50,59,53
53,17,48,47,48
121,49,115,114,131
137,26,51,51,53
166,23,55,61,57
82,11,52,49,56
42,4,44,42,47
45,6,28,30,30
41,8,34,32,34
103,10,59,62,61
3,2,42,39,45
36,20,78,70,87
7,5,36,30,37
4,2,21,20,21
89,15,33,35,33
104,27,79,80,86
3,2,40,34,43
341,37,73,82,77
115,12,60,61,62
119,11,58,64,63
46,7,34,30,37
18,8,34,31,35
49,12,19,31,19
121,20,92,96,110
128,30,72,73,78
0,0,45,36,46
6,2,50,52,57
60,17,30,31,30
80,11,25,30,25
4,1,18,20,19
48,7,28,28,29
30,7,19,21,19
10,5,17,14,17
15,5,29,25,30
37,4,25,29,27
1,1,14,14,14
19,2,19,20,19
1,1,21,21,21
11,4,12,14,12
249,20,54,59,57
7,3,33,27,34
88,19,35,42,37
2,2,26,24,27
106,14,20,28,20
8,3,12,13,12
57,24,62,65,66
31,4,28,30,28
1,1,21,20,21
2,1,13,13,13
9,5,29,16,31
42,6,23,23,23
4,2,10,9,10
42,9,16,18,16
4,2,26,25,26
164,10,59,63,61
31,9,45,43,48
18,9,26,25,27
27,10,31,33,33
6,6,13,12,13
517,30,54,72,58
19,7,19,18,19
9,3,27,27,28
14,6,16,16,16
21,4,13,18,14
20,10,31,31,34
36,7,15,17,15
43,8,39,42,45
14,5,18,17,18
4,2,16,13,17
10,3,22,21,24
12,4,21,19,24
54,12,28,29,28
34,7,15,22,17
32,5,24,28,24
6,4,24,21,25
13,7,28,21,28
10,4,17,15,17
1,1,8,5,8
2,1,48,35,49
4,2,14,11,15
33,12,54,48,60
3,2,26,22,27
2,2,24,16,24
25,14,27,24,28
73,10,55,45,65
7,6,28,20,29
24,8,19,20,20
118,11,46,40,46
26,8,24,24,26
0,0,8,7,8
68,8,27,27,28
2,2,8,7,8
12,3,5,8,5
20,4,21,18,23
6,2,15,16,15
36,6,17,20,17
39,5,16,20,16
75,10,35,38,36
0,0,11,10,11
0,0,14,12,15
13,2,21,19,21
16,4,12,13,12
0,0,9,7,9
23,5,16,20,17
16,7,18,17,21
11,1,23,24,23
15,7,9,11,9
12,9,34,27,34
8,6,57,56,63
6,4,12,12,12
3,2,28,24,30
11,3,31,28,34
19,4,19,20,20
25,4,30,30,31
16,5,36,36,36
9,3,25,12,27
1,1,23,19,25
18,3,19,20,19
40,6,41,42,48
7,3,9,8,9
18,5,31,26,34
29,6,13,17,13
5,3,29,19,29
9,8,20,20,20
14,5,27,24,27
2,2,29,25,32
2,2,34,26,35
5,5,11,8,11
25,6,9,15,10
9,4,21,17,21
3,1,18,15,18
5,2,12,11,12
287,19,45,56,47
133,19,54,64,60
19,5,27,24,27
23,5,21,18,22
44,6,44,41,44
11,4,26,26,26
46,10,21,20,21
89,15,18,29,20
14,2,10,11,10
63,27,49,48,58
3,2,8,8,8
128,20,28,34,28
9,2,25,21,25
6,2,33,33,37
87,41,40,49,47
76,25,56,54,58
190,34,57,61,62
273,23,41,54,44
27,3,15,19,16
27,3,28,32,31
13,2,12,13,12
17,3,26,25,26
24,11,12,23,12
43,7,14,23,17
53,12,10,23,12
0,0,14,12,16
0,0,20,13,20
37,5,30,29,30
35,6,21,23,22
60,4,26,29,26
37,9,8,15,8
88,11,20,31,20
18,5,27,24,28
16,3,11,13,11
67,10,12,25,15
18,7,21,19,21
8,2,6,7,6
0,0,20,15,20
138,27,49,67,55
18,5,44,42,50
10,4,17,16,18
12,3,7,9,7
43,8,27,26,29
31,9,22,27,25
66,11,18,23,18
142,20,49,50,53
1,1,18,12,18
13,13,3,16,3
21,21,45,40,49
30,4,48,50,52
15,12,54,51,56
20,2,43,46,48
79,9,34,37,35
0,0,18,21,21
2,1,31,27,33
391,25,57,75,66
18,4,23,23,24
16,9,20,12,20
0,0,17,16,17
25,4,26,26,26
69,12,17,20,19
2,1,15,16,16
12,4,15,14,15
127,12,22,30,22
16,7,36,35,39
3,3,33,25,34
4,3,22,19,22
54,8,59,62,61
3,1,23,19,23
59,11,25,30,26
1,1,27,20,27
0,0,19,16,19
20,8,29,28,29
56,7,40,44,42
2,1,23,20,23
8,3,18,18,21
0,0,28,23,31
0,0,22,13,27
25,6,26,23,27
60,8,45,43,46
0,0,45,24,47
10,4,8,9,8
0,0,18,17,18
29,20,42,44,45
0,0,11,10,11
27,10,29,31,31
12,3,23,14,23
0,0,26,22,26
2,1,14,14,15
11,4,20,18,20
8,2,27,25,27
8,2,22,21,22
2,1,19,16,19
47,9,32,33,32
7,1,13,14,13
13,3,32,32,33
9,2,57,52,59
33,14,35,31,38
7,2,20,19,21
9,5,15,18,17
61,18,52,44,55
27,15,29,22,30
24,6,44,41,45
76,10,30,37,31
13,2,26,24,26
8,2,6,7,6
0,0,12,8,12
21,4,22,23,22
0,0,15,10,15
58,13,43,43,45
54,9,35,35,35
86,7,19,24,19
304,36,104,121,119
511,38,58,79,65
7,4,16,17,16
34,10,15,17,15
138,8,47,52,49
3,2,24,22,24
83,10,23,27,23
0,0,7,7,7
66,35,77,80,82
70,8,31,37,32
14,3,11,14,11
26,4,14,18,14
114,12,62,67,68
2,1,17,17,17
42,4,43,42,46
17,3,18,20,18
17,15,41,35,46
5,2,25,25,28
279,27,83,91,87
367,30,55,65,57
23,8,29,28,29
29,11,57,56,59
37,6,10,14,10
64,8,35,39,37
27,20,40,33,44
0,0,10,9,10
12,3,18,19,18
13,4,8,10,8
13,3,79,60,89
2,2,15,15,15
9,3,10,12,10
17,9,33,28,36
37,6,26,24,26
4,2,11,8,11
4,2,14,14,14
2,2,23,18,23
20,10,7,17,7
0,0,23,9,24
66,23,58,53,61
3,1,6,7,6
0,0,6,5,6
0,0,5,5,5
1,1,23,19,23
3,1,7,7,7
185,22,37,62,40
109,10,57,63,61
14,2,13,14,13
38,10,18,24,20
139,11,40,48,43
3,1,4,5,4
2,2,14,14,14
1,1,8,8,8
0,0,12,12,12
84,19,88,92,99
40,14,74,74,83
5,2,45,42,47
12,4,39,38,41
225,25,79,89,89
63,8,34,33,34
126,15,87,81,90
0,0,6,6,6
84,16,22,27,22
76,17,28,31,32
32,5,22,29,25
66,11,51,34,62
44,14,8,27,13
52,16,5,21,5
78,17,18,27,24
56,10,34,34,37
4,2,12,13,13
15,8,19,16,19
7,2,10,11,10
262,14,37,49,41
30,11,36,35,38
10,3,24,24,24
5,5,13,13,13
34,4,24,27,25
3,2,26,21,26
12,3,22,21,22
106,14,55,53,55
10,5,18,13,18
116,8,41,47,42
144,26,66,64,66
152,10,31,39,31
75,10,52,48,52
36,15,35,33,35
8,3,15,13,15
0,0,21,19,21
18,3,17,19,17
10,4,30,30,32
9,2,9,11,9
55,9,33,39,34
18,3,16,17,16
42,6,23,27,23
72,21,32,36,33
27,11,32,30,33
140,13,31,43,35
294,19,54,63,57
21,4,21,21,21
12,3,26,26,28
1,1,30,27,32
196,12,42,55,45
77,13,12,21,12
27,3,18,20,18
0,0,6,6,6
347,14,63,75,70
32,5,33,38,34
22,5,16,16,16
48,4,19,19,21
63,13,26,28,26
45,7,26,29,26
53,5,20,23,21
2,2,25,20,25
17,5,15,16,17
79,10,22,28,22
47,8,15,22,16
89,13,45,51,49
54,11,38,43,48
42,7,17,22,17
20,8,20,19,21
34,20,39,41,44
129,9,26,32,26
47,6,27,31,27
61,6,30,30,30
32,4,26,26,27
18,3,17,17,17
27,16,64,59,66
44,9,49,48,55
20,5,6,11,6
2,2,12,11,12
0,0,12,12,12
296,15,55,66,56
26,12,80,84,93
60,25,40,45,51
102,8,42,41,42
31,5,41,40,43
45,7,23,31,26
55,7,76,66,81
153,25,77,65,82
117,13,29,36,34
63,8,41,38,41
20,10,37,32,38
36,5,30,29,31
46,8,31,35,34
64,11,35,37,37
11,4,20,18,20
13,3,31,32,32
19,6,17,19,17
0,0,9,9,9
267,31,86,94,91
60,14,57,60,64
163,27,46,49,47
88,15,52,56,53
357,15,79,87,83
13,3,40,40,45
500,51,66,77,70
176,17,37,44,40
6,5,31,27,32
54,8,32,33,36
59,6,41,40,44
0,0,12,12,12
27,4,52,46,53
63,17,49,49,51
6,6,56,51,57
18,5,29,25,29
3,1,20,16,20
35,5,30,26,30
9,4,61,49,65
75,7,27,31,27
81,19,75,73,85
24,8,55,47,55
11,3,10,12,10
38,10,31,31,32
45,6,35,39,36
22,5,38,35,41
40,9,30,34,32
49,8,46,42,48
183,17,55,64,58
157,22,50,55,54
15,5,6,11,6
85,16,40,45,48
11,4,21,19,22
50,12,25,24,28
32,10,42,34,43
37,13,16,21,17
117,8,36,37,39
124,9,41,42,43
7,4,57,55,62
133,15,26,32,26
83,7,36,37,37
103,20,45,50,51
62,19,51,53,57
29,5,12,17,12
25,7,46,44,49
0,0,26,22,26
104,7,33,38,34
5,2,20,18,20
143,9,40,47,44
1,1,11,9,11
12,6,11,11,11
3,1,27,24,28
19,4,11,15,11
182,13,33,49,37
26,18,65,58,68
79,21,55,61,62
24,8,43,35,46
1,1,32,29,34
18,6,10,12,10
698,56,87,104,96
49,8,59,62,68
23,5,16,18,16
20,5,10,13,10
2,1,25,23,25
6,4,51,42,51
26,7,30,28,32
0,0,17,15,17
3,3,57,52,61
0,0,16,13,16
0,0,12,12,12
2,1,51,52,57
6,2,8,7,8
15,4,80,71,84
93,28,61,57,64
52,10,61,64,66
9,3,57,46,58
110,15,47,49,49
38,3,29,29,29
69,11,39,46,41
62,11,50,48,51
0,0,12,12,12
30,3,60,56,68
39,15,44,42,45
65,20,66,61,71
176,26,81,74,84
2,1,34,31,36
3,2,35,29,36
12,3,8,11,8
12,2,31,29,31
78,13,43,42,47
94,21,68,76,83
150,19,26,37,27
0,0,9,8,9
64,13,61,48,66
240,40,74,70,83
8,2,35,31,38
3,1,24,19,24
38,6,22,26,22
24,6,13,14,13
13,3,15,15,15
30,4,42,39,46
13,4,48,46,50
2,1,43,43,50
31,7,37,36,42
86,7,53,58,60
28,6,40,39,44
84,18,34,40,37
17,6,19,20,19
38,5,26,27,26
157,9,38,47,40
1,1,22,15,22
2,2,19,20,22
23,7,15,19,16
230,14,63,69,66
7,4,26,21,27
28,14,33,27,33
26,3,32,31,32
29,5,92,66,114
121,18,16,39,25
24,4,23,25,26
526,28,35,58,38
229,17,42,48,44
46,6,54,50,61
21,7,17,16,17
0,0,12,12,12
43,5,40,40,42
64,8,35,35,38
4,3,8,8,8
32,13,15,17,15
22,6,24,23,24
1,1,17,15,17
24,7,30,25,31
214,21,51,69,61
150,9,28,41,34
50,5,31,34,36
1,1,13,13,13
299,17,42,50,49
26,7,14,13,14
77,8,18,26,19
105,15,45,49,47
16,7,23,23,25
2,1,60,52,63
67,11,40,42,41
15,5,61,56,68
47,13,26,28,27
1,1,13,10,13
0,0,16,13,16
72,11,18,24,19
15,9,24,19,25
51,15,13,18,13
16,6,27,26,27
48,14,29,33,32
76,17,45,48,48
31,9,38,35,40
27,5,41,38,43
76,5,35,39,35
56,7,33,35,34
98,12,19,28,20
173,18,50,55,51
2,1,20,18,20
169,12,47,54,52
241,21,48,59,53
124,9,46,50,48
36,7,42,44,43
31,9,32,26,33
300,31,46,56,48
28,14,23,22,24
13,4,17,15,17
77,11,13,21,13
0,0,17,17,18
34,4,30,30,31
21,5,17,23,19
3,3,13,11,13
33,8,29,29,29
31,4,24,25,24
2,1,12,11,12
0,0,5,3,6
2,1,25,23,25
81,19,62,58,65
2,2,23,20,23
54,6,32,33,32
69,7,53,53,58
18,8,13,15,13
2,1,9,8,9
1,1,15,14,15
0,0,18,14,18
3,1,13,11,13
19,6,26,23,26
28,5,29,25,30
11,7,20,21,20
8,2,23,21,23
5,2,26,25,27
18,5,33,30,35
11,4,30,28,30
135,14,24,36,24
1,1,11,7,11
0,0,2,2,2
2,2,9,9,9
24,10,31,33,31
15,3,32,34,32
79,9,54,53,59
152,12,41,46,44
12,12,27,21,27
118,16,33,41,36
105,15,86,81,96
11,3,57,55,66
70,14,59,60,64
14,6,29,23,30
52,8,48,45,49
8,2,15,13,15
122,26,47,51,50
30,19,110,52,129
65,14,28,29,30
22,11,44,32,44
51,25,75,65,80
19,11,41,36,42
23,7,14,16,14
28,7,22,22,22
2,2,52,42,53
72,8,21,27,21
19,3,25,23,25
2,1,18,17,18
21,3,11,13,11
65,7,50,51,55
29,10,28,29,28
243,22,61,70,69
2,2,37,31,37
9,4,13,14,14
122,15,29,38,33
132,12,37,41,39
13,3,18,17,18
9,3,21,25,23
62,16,42,41,43
69,8,14,21,15
29,4,19,19,19
125,11,27,32,28
70,8,44,41,45
29,5,31,31,35
12,2,29,26,29
3,2,17,17,18
45,17,32,33,33
98,7,31,33,32
380,28,55,67,56
26,11,23,23,23
16,7,9,13,9
6,2,17,15,17
16,3,20,21,20
17,2,28,28,28
223,17,33,48,34
4,2,11,11,11
83,13,31,31,31
79,19,26,29,26
1,1,20,17,20
0,0,9,6,10
1,1,10,9,10
1,1,10,10,10
93,10,27,36,27
45,15,22,28,23
14,5,31,32,34
18,5,50,51,54
16,9,32,28,32
2,1,18,18,18
23,9,38,32,39
4,1,21,17,21
34,11,44,47,49
86,16,39,41,39
5,3,24,23,24
59,13,42,42,43
1,1,27,23,29
3,3,19,17,19
0,0,17,14,17
3,3,55,43,58
2,1,64,57,66
6,3,47,35,47
74,18,114,109,121
61,8,21,26,21
47,5,44,46,47
0,0,35,27,35
7,2,61,55,63
72,15,29,35,29
5,4,33,20,39
24,8,50,51,51
49,7,28,30,28
94,21,53,58,58
34,8,58,56,58
2,2,7,7,7
6,3,17,17,18
7,2,33,29,33
0,0,37,28,38
19,5,13,14,13
323,30,46,61,49
0,0,25,22,26
42,11,57,50,61
1,1,31,27,31
32,6,23,24,24
2,2,42,31,46
5,3,17,15,18
11,2,56,53,59
36,11,15,23,15
40,14,6,25,11
25,12,88,81,105
3,2,47,35,52
0,0,12,7,12
18,6,10,16,10
25,9,6,18,9
82,24,74,58,83
3,1,42,35,44
8,4,28,23,29
4,2,25,18,26
0,0,18,12,18
101,27,59,50,66
2,2,36,31,38
29,9,39,37,41
5,2,25,25,26
5,2,34,31,35
0,0,15,10,15
30,16,45,42,47
67,12,44,46,48
13,4,44,33,48
18,8,28,31,32
68,17,71,65,75
13,10,49,44,54
15,11,30,19,30
162,8,40,48,44
10,4,38,34,40
31,5,21,26,23
97,14,52,54,57
108,13,71,80,79
10,2,32,29,33
21,10,47,42,49
94,45,92,91,99
33,5,38,38,41
88,12,58,71,75
28,18,71,62,77
133,25,82,88,90
136,19,45,54,50
79,19,36,41,40
9,4,14,13,14
34,4,35,36,37
2,2,27,26,28
214,36,51,52,55
18,10,32,28,33
70,10,40,44,43
29,5,35,37,36
97,13,35,36,36
65,8,25,31,26
34,12,36,36,37
79,10,36,40,37
32,3,38,37,39
162,24,64,60,67
30,14,29,27,31
84,7,18,23,18
26,4,12,15,12
34,25,89,84,103
9,4,34,30,34
1,1,44,27,46
26,12,48,56,63
4,1,23,19,23
8,3,28,25,30
159,12,24,33,25
7,2,25,27,26
1,1,7,8,7
6,3,18,15,18
61,10,16,24,16
60,7,35,37,35
80,14,37,42,41
0,0,14,10,14
78,17,19,25,20
18,5,39,33,40
17,4,17,16,17
40,4,22,24,23
16,2,41,40,43
27,9,37,45,44
68,7,25,30,25
86,9,27,31,28
24,11,41,39,45
1,1,41,36,43
17,8,27,25,29
12,6,25,24,26
5,4,51,49,51
6,2,28,27,28
5,5,18,19,19
3,2,17,18,17
63,19,41,30,42
23,4,29,27,29
4,2,13,11,13
30,18,38,37,39
8,3,8,9,8
4,3,49,37,52
19,13,42,38,43
66,24,48,47,51
15,4,21,23,21
5,2,5,6,5
4,1,13,13,15
1,1,18,16,18
21,4,33,28,33
11,4,37,37,38
47,15,43,42,47
10,3,14,13,14
0,0,12,7,12
37,6,30,37,33
111,7,39,46,44
18,9,50,49,53
52,9,26,31,33
27,4,21,27,25
51,9,23,27,24
0,0,13,10,13
2,2,16,13,16
17,11,42,34,43
2,2,26,20,26
187,11,45,59,63
10,5,20,17,20
1,1,22,16,22
7,2,14,16,14
46,5,31,30,31
0,0,5,5,5
19,6,40,29,40
64,4,39,40,41
15,4,8,11,8
10,4,18,18,18
37,9,21,24,23
13,3,19,21,19
7,3,17,15,17
42,10,57,54,58
142,7,63,71,65
21,5,22,25,24
0,0,14,9,14
35,8,30,31,31
14,3,15,18,15
0,0,12,11,13
77,11,32,34,33
1,1,6,5,6
9,8,18,16,20
66,8,22,26,22
8,2,29,26,30
43,13,48,51,51
2,2,24,17,24
18,4,13,15,13
12,3,24,21,24
5,1,19,17,19
74,11,26,30,26
3,1,18,17,18
1,1,19,14,20
2,1,24,20,24
23,4,22,22,23
28,8,24,25,26
39,5,16,18,16
10,5,38,31,43
136,20,29,40,29
5,2,21,20,22
49,7,27,31,29
99,11,19,24,19
1,1,17,15,17
314,18,41,59,46
128,8,50,53,51
28,5,33,29,33
8,4,6,10,6
7,3,26,25,29
61,7,17,23,17
51,7,34,39,34
57,6,21,26,23
34,8,48,47,49
137,15,20,29,22
3,3,29,23,29
34,7,42,44,45
165,8,35,38,36
26,7,26,26,27
0,0,10,9,10
48,7,23,26,23
0,0,8,8,8
66,6,21,25,21
338,18,55,69,58
60,8,16,21,16
64,7,18,22,18
23,5,12,17,12
8,3,13,16,13
0,0,7,7,7
44,9,29,31,30
85,5,33,37,33
13,12,26,24,28
239,20,41,53,42
41,6,22,22,22
46,7,28,28,28
70,26,83,81,90
21,5,8,11,8
58,6,33,33,33
12,4,13,15,13
37,7,20,23,20
16,5,17,16,17
3,3,35,35,37
15,6,17,18,17
0,0,16,16,16
0,0,12,11,12
4,2,12,12,12
14,7,25,20,25
13,2,12,13,12
19,10,20,19,20
37,4,25,27,27
1,1,16,15,16
14,2,20,18,20
16,3,14,15,14
19,6,28,28,29
13,5,23,23,23
316,22,54,67,59
24,5,17,20,17
5,4,25,18,25
0,0,5,5,5
8,3,10,10,10
3,1,11,10,11
11,3,6,9,6
36,8,19,22,19
4,3,15,13,15
11,3,18,14,19
3,3,7,10,7
0,0,11,8,11
35,9,34,36,41
0,0,8,6,8
7,3,3,6,3
29,8,22,19,22
3,3,27,21,27
33,8,56,50,68
133,30,38,47,41
71,13,36,44,41
22,6,15,17,15
0,0,1,1,1
2,2,10,9,10
1004,40,53,90,58
215,17,31,41,31
28,6,8,13,8
137,17,77,80,80
23,13,25,27,27
1,1,12,10,12
2,1,15,13,15
0,0,3,3,3
13,3,9,11,9
19,6,42,43,44
14,14,53,44,56
70,8,40,43,42
1369,65,74,116,85
1,1,3,4,3
11,3,28,31,30
0,0,13,10,14
3,1,4,5,4
117,9,45,47,45
4,1,13,11,13
35,6,13,19,13
0,0,9,7,9
23,6,9,14,9
14,9,2,11,2
2,2,15,15,15
11,7,4,8,4
9,5,14,16,14
52,12,7,19,7
54,5,29,34,30
4,1,15,14,15
312,32,51,61,53
0,0,33,27,36
115,13,70,74,71
37,5,26,30,26
136,11,28,35,28
3,1,22,21,22
24,11,25,24,26
5,1,12,11,12
0,0,14,13,14
0,0,3,3,3
254,34,47,60,51
15,6,17,18,17
210,32,60,64,64
3,3,10,9,12
8,2,11,12,11
8,1,11,12,11
121,29,63,62,67
314,38,61,68,65
70,34,71,72,79
4,2,17,16,17
19,3,35,31,35
4,2,5,7,5
0,0,16,15,16
106,8,28,32,28
0,0,6,6,6
43,10,23,25,23
24,11,40,33,40
44,4,37,36,38
76,6,39,38,42
7,6,24,19,24
0,0,15,11,15
0,0,17,14,17
5,2,27,23,27
26,7,23,24,24
18,4,23,27,27
1,1,18,14,18
46,7,37,30,41
0,0,3,3,3
16,3,17,16,17
7,1,13,14,13
17,12,55,52,55
5,3,29,25,30
16,5,25,26,26
28,5,30,25,30
57,14,38,37,39
9,2,26,25,27
1,1,26,22,26
13,5,32,25,32
5,1,23,18,23
3,2,15,14,15
1,1,20,14,20
32,5,18,15,19
13,1,17,18,17
67,6,21,25,21
39,3,38,37,38
80,9,57,51,58
71,13,36,32,38
4,2,5,6,5
65,9,22,31,22
99,9,29,32,29
63,8,38,44,40
581,35,71,91,84
407,23,52,68,56
34,9,19,20,19
53,5,31,34,32
6,1,12,12,12
90,10,19,25,19
39,17,28,28,28
10,3,14,17,15
337,18,36,53,44
300,25,51,64,57
45,8,19,28,20
0,0,3,3,3
77,11,47,50,49
232,16,47,58,53
4,2,23,21,24
118,20,46,55,51
102,18,43,45,46
13,4,20,15,20
36,8,44,38,46
327,28,57,73,63
70,10,23,25,23
28,21,50,44,53
150,19,37,40,39
3,1,17,17,17
243,15,35,50,45
45,7,27,38,31
43,7,23,28,24
24,11,40,35,43
27,7,18,20,19
15,3,20,20,21
8,3,26,20,32
1,1,7,6,7
24,6,51,49,60
35,6,50,56,62
8,2,13,14,13
7,4,26,23,27
117,20,40,47,47
156,11,35,50,43
46,9,58,54,62
36,7,24,26,24
96,12,51,54,56
72,29,49,53,54
0,0,10,8,10
21,2,23,23,23
97,12,31,34,33
80,6,35,38,36
9,7,33,27,33
11,5,16,16,16
27,3,19,21,20
6,2,24,20,26
33,5,31,32,31
14,2,14,15,14
8,2,41,39,41
30,3,27,30,27
119,8,43,53,50
133,14,22,31,23
129,18,51,55,54
22,4,34,36,34
54,7,18,24,18
18,4,30,30,30
29,5,32,31,36
44,10,26,30,26
8,3,14,13,14
62,9,19,28,20
55,13,52,51,55
4,2,33,30,33
211,12,62,69,66
0,0,9,9,9
34,6,27,26,27
59,14,22,20,22
23,3,25,26,25
140,10,24,36,28
6,4,31,28,31
62,12,11,23,11
1,1,28,27,30
0,0,10,8,10
115,8,38,46,38
60,7,25,30,25
0,0,18,15,18
246,10,42,54,45
2,1,15,12,15
302,20,55,64,57
81,9,27,34,27
37,12,28,30,28
14,3,32,32,32
43,9,16,18,16
9,3,17,15,17
7,4,10,12,10
3,3,42,43,50
426,14,59,75,64
87,10,25,34,28
0,0,3,3,3
67,5,22,26,22
42,21,25,30,28
142,30,32,43,33
2,1,6,7,6
41,6,16,20,16
220,15,35,43,38
116,17,64,68,68
58,7,40,44,41
9,2,9,10,9
47,4,37,41,37
307,23,34,51,36
173,16,30,41,32
179,23,29,40,30
28,14,75,73,85
0,0,3,3,3
146,16,27,36,29
69,6,22,27,23
29,8,22,23,22
136,9,34,42,35
20,7,15,15,15
0,0,3,3,3
107,9,33,41,33
81,6,28,32,28
1,1,10,9,10
0,0,3,3,3
70,9,31,35,32
41,9,30,31,30
298,20,50,62,51
609,30,62,97,69
0,0,12,11,12
21,11,27,28,28
0,0,12,10,12
28,5,13,18,14
87,13,20,27,21
6,2,10,10,10
53,6,24,27,24
4,3,37,32,38
102,17,32,38,36
214,11,43,53,49
22,9,35,36,37
9,2,9,11,9
4,1,9,9,9
78,13,75,72,82
26,10,30,30,33
11,4,21,18,21
35,7,18,25,18
124,15,44,50,49
28,7,11,14,11
68,16,70,67,74
94,12,56,52,58
204,15,33,48,35
161,10,43,49,44
0,0,21,11,21
15,5,51,43,58
26,10,28,30,29
113,23,86,88,93
7,2,28,27,28
7,2,7,8,7
15,4,32,26,32
0,0,9,9,9
381,41,75,91,84
0,0,3,3,3
1,1,42,36,44
0,0,16,14,16
6,3,76,74,83
4,2,5,6,5
8,6,52,42,52
431,44,35,54,40
137,17,28,32,29
53,5,24,27,24
151,10,44,52,45
3,1,9,9,9
136,18,65,75,68
3,2,29,17,31
14,2,9,11,9
59,7,37,42,40
9,2,8,9,8
47,4,26,28,26
64,17,59,66,69
20,5,7,11,7
133,26,34,42,35
4,1,7,8,7
720,27,57,88,66
2,1,6,6,6
67,8,24,30,25
142,19,38,44,40
191,20,50,53,54
35,12,55,55,60
45,7,33,34,33
20,4,34,35,34
2,1,31,27,32
24,5,32,31,33
0,0,49,39,49
12,11,37,34,38
28,5,29,29,29
29,6,67,52,76
4,1,13,14,13
6,2,42,34,46
1,1,17,16,18
0,0,20,18,21
3,1,12,11,14
30,14,10,24,10
10,8,40,29,46
135,17,45,47,46
20,5,19,21,20
104,12,26,34,28
21,5,11,13,11
11,4,20,16,21
3,2,13,12,13
25,11,10,14,10
28,10,15,26,16
23,8,16,20,17
38,5,25,28,25
2,1,6,7,6
64,10,20,28,23
12,6,27,28,30
23,8,9,15,9
35,6,19,21,19
189,21,46,63,52
211,25,35,45,36
28,6,41,43,48
8,4,8,8,8
58,11,71,81,84
938,71,111,142,132
0,0,3,3,3
17,6,23,22,24
16,5,29,25,29
71,6,26,33,27
4,3,26,20,27
13,3,14,14,14
0,0,6,6,6
97,9,39,44,42
13,3,7,10,7
43,6,16,22,19
73,11,14,21,15
9,2,11,12,11
3,2,15,14,15
151,18,42,43,46
16,3,7,9,7
20,17,56,48,58
90,9,23,31,23
43,12,35,39,37
